Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,943,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,505,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,977,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,3251,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,1009,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,1094,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,10575,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,10533,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,11014,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,11527,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,1491,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,1231,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,1596,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,266,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,1627,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,8266,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,1522,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,3315,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,10846,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,10758,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,11132,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,11534,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,2396,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,1385,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,2449,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,235,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,2388,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,1596,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,2172,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,375,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,3780,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,3718,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,3833,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,4186,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,467,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,516,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,492,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,94,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,520,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,1035,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,465,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,209,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,Counts,10490,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,Counts,10163,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,10874,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,11093,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,2181,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,5802,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,2148,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,4811,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,2202,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,30683,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Counts,1739,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Counts,6642,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2013,Counts,2207,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,Counts,2200,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2015,Counts,2335,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,Counts,2533,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2017,Counts,244,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2017,Counts,5708,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,267,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,2904,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,Counts,298,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,Counts,23405,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,Counts,219,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,Counts,4198,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2013,Counts,0,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,Counts,0,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Counts,0,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Counts,0,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,1,CTS
MEX,Mexico,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,24856,CTS
CAN,Canada,Northern America,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,0,CTS
